process_name,from_state,to_state,command,condition,message_text,caption,media_file,reply_markup,inline_markup,notification,integrations,result_action
TestBot,markdown_test,format_test,⬅️ Назад,,Возврат к выбору форматирования,,,"HTML|Markdown|Эмодзи|⬅️ Назад",,,
TestBot,emoji_test,format_test,⬅️ Назад,,Возврат к выбору форматирования,,,"HTML|Markdown|Эмодзи|⬅️ Назад",,,
TestBot,format_test,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,menu,mixed_test,🔀 Смешанный,,Тестируем смешанный контент:,,,"📸 Фото+Кнопки|📊 Опрос+Inline|⬅️ Назад",,,
TestBot,mixed_test,photo_buttons,📸 Фото+Кнопки,,,Фото с кнопками действий,test_image.jpg,"👍 Нравится|👎 Не нравится|💬 Комментарий|⬅️ Назад",,,
TestBot,mixed_test,poll_inline,📊 Опрос+Inline,,Опрос с inline-кнопками:,,,,,"Вариант A,Вариант B,Вариант C","📊 Результаты:results|🔄 Новый опрос:new_poll",
TestBot,photo_buttons,mixed_test,⬅️ Назад,,Возврат к выбору смешанного контента,,,"📸 Фото+Кнопки|📊 Опрос+Inline|⬅️ Назад",,,
TestBot,poll_inline,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,mixed_test,menu,⬅️ Назад,,Возврат в главное меню,,,"📝 Текст|🖼️ Медиа|📋 Кнопки|📊 Опрос|📍 Локация|🎛️ Продвинутое|🎨 Форматирование|🔀 Смешанный",,,
TestBot,menu,reset,/reset,,Бот сброшен в начальное состояние.,,,/start,,,,
